client_id,went_back,variation
5705066,0,Unknown
5705174,3,Unknown
5705288,1,Unknown
5705368,0,Unknown
5705369,6,Control
5705639,3,Unknown
5705662,2,Unknown
5705673,3,Control
5705732,5,Unknown
5705741,3,Unknown
5705780,4,Control
5705811,6,Test
5705847,3,Test
5705860,3,Unknown
5705870,3,Test
5705878,2,Unknown
5705948,0,Control
5706227,3,Unknown
5706373,3,Unknown
5706408,1,Unknown
5706517,3,Unknown
5706577,2,Control
5706598,3,Unknown
5706601,3,Test
5706688,3,Control
5706691,3,Control
5706916,3,Unknown
5706935,3,Test
5706973,3,Unknown
5706975,4,Unknown
5707003,4,Unknown
5707180,1,Control
5707340,3,Unknown
5707405,0,Unknown
5707451,15,Unknown
5707484,3,Control
5707486,3,Control
5707612,6,Control
5707743,3,Test
5707788,0,Test
5707823,3,Unknown
5707893,3,Unknown
5708213,3,Unknown
5708221,3,Unknown
5708708,3,Unknown
5708778,5,Unknown
5708794,4,Unknown
5708846,5,Test
5708924,0,Control
5708969,3,Unknown
5709043,6,Control
5709095,3,Unknown
5709124,3,Unknown
5709149,3,Unknown
5709281,3,Unknown
5709425,6,Unknown
5709458,3,Control
5709472,3,Unknown
5709603,3,Control
5709624,3,Test
5709653,4,Test
5709660,6,Unknown
5709764,8,Control
5709774,4,Test
5709971,1,Unknown
5710023,3,Control
5710106,4,Unknown
5710119,3,Unknown
5710155,3,Unknown
5710170,3,Test
5710187,0,Unknown
5710469,0,Unknown
5710580,0,Test
5710628,3,Unknown
5710632,5,Test
5710690,3,Unknown
5711310,1,Unknown
5711340,3,Test
5711426,5,Unknown
5711443,8,Unknown
5711449,8,Unknown
5711457,3,Test
5711578,3,Control
5711633,3,Unknown
5711682,1,Control
5711765,3,Control
5711793,1,Unknown
5711893,6,Unknown
5711917,3,Unknown
5711945,0,Unknown
5712075,3,Unknown
5712191,3,Unknown
5712194,3,Control
5712258,6,Unknown
5712276,0,Unknown
5712377,0,Test
5712379,0,Unknown
5712517,3,Unknown
5712583,3,Unknown
5712683,6,Unknown
5712699,3,Test
5712785,0,Control
5713099,1,Unknown
5713177,3,Unknown
5713256,3,Test
5713299,3,Test
5713300,4,Unknown
5713313,1,Unknown
5713318,4,Unknown
5713329,3,Unknown
5713362,3,Control
5713420,8,Unknown
5713447,0,Unknown
5713590,3,Test
5713676,5,Unknown
5713701,5,Unknown
5713887,0,Test
5714045,0,Unknown
5714148,0,Unknown
5714153,2,Unknown
5714327,12,Unknown
5714352,3,Unknown
5714598,0,Unknown
5714624,5,Control
5714661,4,Test
5714755,0,Unknown
5714912,0,Test
5714948,0,Unknown
5714962,0,Control
5715005,3,Control
5715100,6,Unknown
5715121,3,Unknown
5715156,3,Unknown
5715241,9,Control
5715290,3,Unknown
5715451,0,Unknown
5715725,3,Unknown
5715807,3,Control
5715841,3,Unknown
5715883,3,Unknown
5715904,3,Unknown
5715948,3,Unknown
5715957,4,Control
5715981,3,Unknown
5716013,1,Unknown
5716051,3,Unknown
5716313,0,Control
5716357,3,Control
5716403,3,Unknown
5716405,1,Test
5716664,9,Test
5716726,5,Control
5716759,4,Unknown
5716760,4,Test
5716770,3,Unknown
5717001,0,Unknown
5717009,3,Unknown
5717056,3,Unknown
5717061,6,Unknown
5717294,3,Unknown
5717307,4,Unknown
5717403,0,Unknown
5717440,8,Unknown
5717576,3,Unknown
5717707,4,Test
5717725,5,Control
5717743,3,Unknown
5717794,5,Unknown
5717805,0,Unknown
5717871,3,Control
5717906,4,Unknown
5717971,3,Unknown
5718011,3,Control
5718016,3,Unknown
5718049,5,Unknown
5718227,0,Test
5718259,5,Unknown
5718430,0,Unknown
5718767,3,Test
5718849,3,Unknown
5718973,0,Unknown
5719014,3,Unknown
5719050,4,Unknown
5719127,4,Test
5719284,3,Control
5719625,3,Test
5719719,3,Control
5719749,3,Unknown
5719782,5,Unknown
5719787,15,Unknown
5719795,3,Unknown
5719846,4,Unknown
5719875,3,Unknown
5719878,3,Unknown
5719898,3,Unknown
5720004,0,Unknown
5720164,6,Test
5720250,3,Unknown
5720375,5,Control
5720556,4,Test
5720579,3,Unknown
5720797,0,Unknown
5720845,3,Unknown
5720908,3,Test
5720930,3,Unknown
5720987,3,Unknown
5721012,3,Unknown
5721051,0,Unknown
5721052,3,Unknown
5721055,1,Control
5721058,7,Control
5721085,4,Unknown
5721123,3,Unknown
5721134,3,Unknown
5721146,5,Unknown
5721288,5,Unknown
5721330,4,Control
5721401,4,Test
5721467,3,Unknown
5721678,4,Unknown
5721770,9,Unknown
5721813,3,Unknown
5721873,3,Test
5721879,1,Unknown
5721895,3,Unknown
5721971,3,Unknown
5722013,4,Unknown
5722078,0,Unknown
5722300,3,Unknown
5722629,3,Unknown
5722703,3,Unknown
5722926,3,Unknown
5723006,3,Control
5723028,3,Unknown
5723120,6,Control
5723200,3,Control
5723215,3,Unknown
5723773,4,Unknown
5723877,0,Unknown
5723879,0,Unknown
5723880,1,Unknown
5723940,3,Unknown
5724040,3,Unknown
5724255,0,Unknown
5724698,2,Unknown
5724720,1,Test
5724788,9,Unknown
5724791,3,Control
5724926,3,Unknown
5725063,2,Unknown
5725122,2,Unknown
5725137,3,Unknown
5725217,1,Test
5725237,3,Test
5725347,6,Control
5725419,3,Unknown
5725420,3,Unknown
5725519,3,Test
5725555,1,Unknown
5725620,4,Unknown
5725833,3,Unknown
5725928,2,Control
5725984,5,Control
5726106,0,Unknown
5726194,3,Unknown
5726238,3,Test
5726342,0,Unknown
5726343,3,Unknown
5726346,3,Test
5726407,1,Test
5726541,3,Unknown
5726651,3,Control
5726710,3,Unknown
5726845,7,Control
5726896,3,Unknown
5727076,0,Control
5727133,3,Control
5727155,4,Unknown
5727183,5,Unknown
5727269,0,Test
5727347,3,Test
5727596,3,Unknown
5727622,0,Test
5727673,3,Unknown
5727784,3,Unknown
5727789,3,Unknown
5727830,3,Unknown
5728049,3,Test
5728114,3,Control
5728259,3,Unknown
5728383,3,Control
5728402,3,Control
5728430,6,Test
5728657,5,Control
5728757,8,Control
5728866,5,Unknown
5728875,6,Unknown
5729005,3,Control
5729024,8,Test
5729161,21,Control
5729235,3,Unknown
5729348,3,Unknown
5729570,4,Unknown
5729620,4,Unknown
5729629,3,Control
5729666,0,Unknown
5729668,2,Control
5729713,5,Test
5729724,0,Test
5729750,5,Test
5729838,9,Test
5729853,2,Unknown
5729982,5,Control
5730041,3,Control
5730057,4,Unknown
5730112,3,Unknown
5730133,0,Unknown
5730185,7,Unknown
5730195,4,Unknown
5730234,5,Control
5730263,8,Unknown
5730326,3,Test
5730328,0,Unknown
5730340,3,Unknown
5730533,3,Unknown
5730630,0,Test
5730816,4,Unknown
5730824,3,Unknown
5731006,9,Test
5731029,3,Test
5731105,3,Test
5731147,3,Test
5731533,4,Unknown
5731590,8,Unknown
5731684,0,Unknown
5731846,3,Unknown
5731876,3,Control
5731886,3,Control
5732039,2,Unknown
5732063,3,Unknown
5732104,4,Test
5732198,7,Control
5732344,0,Unknown
5732397,0,Control
5732403,3,Unknown
5732406,3,Unknown
5732457,3,Test
5732460,3,Test
5732558,3,Unknown
5732642,0,Unknown
5732702,4,Control
5732713,3,Unknown
5732744,9,Control
5732779,0,Unknown
5732811,0,Unknown
5732907,3,Unknown
5732937,4,Test
5733085,3,Control
5733104,3,Unknown
5733151,3,Unknown
5733204,3,Test
5733213,3,Unknown
5733346,4,Test
5733348,1,Unknown
5733366,11,Test
5733434,4,Test
5733638,3,Unknown
5733739,3,Unknown
5733807,3,Control
5733841,7,Control
5733856,0,Unknown
5733904,5,Unknown
5733916,3,Unknown
5733962,4,Unknown
5733968,4,Test
5734249,4,Control
5734300,3,Test
5734391,3,Unknown
5734506,3,Unknown
5734562,3,Control
5734656,4,Unknown
5734691,0,Control
5734745,4,Test
5734780,3,Unknown
5734970,5,Control
5734974,3,Unknown
5735037,3,Unknown
5735065,0,Unknown
5735245,1,Unknown
5735505,1,Unknown
5735570,0,Test
5735682,3,Control
5735860,4,Test
5735934,3,Control
5735976,0,Unknown
5736018,3,Unknown
5736117,5,Unknown
5736168,3,Unknown
5736223,8,Test
5736241,3,Unknown
5736282,3,Unknown
5736298,2,Unknown
5736371,3,Unknown
5736407,3,Unknown
5736416,2,Unknown
5736637,0,Test
5736740,3,Unknown
5736976,4,Test
5737089,0,Test
5737163,7,Unknown
5737170,1,Unknown
5737214,3,Unknown
5737309,0,Unknown
5737312,0,Unknown
5737391,4,Test
5737414,1,Unknown
5737693,1,Unknown
5737849,3,Unknown
5737853,6,Unknown
5737891,1,Unknown
5738004,3,Unknown
5738115,6,Unknown
5738142,3,Test
5738145,6,Unknown
5738203,0,Unknown
5738218,0,Unknown
5738263,0,Unknown
5738433,3,Unknown
5738449,7,Test
5738664,1,Control
5738894,0,Control
5738999,1,Unknown
5739102,0,Unknown
5739181,3,Unknown
5739315,3,Unknown
5739325,0,Unknown
5739401,4,Test
5739475,3,Unknown
5739597,0,Unknown
5739740,3,Unknown
5739920,3,Unknown
5739926,1,Unknown
5739990,3,Unknown
5740001,0,Control
5740202,3,Test
5740205,5,Unknown
5740316,2,Test
5740557,4,Unknown
5740627,2,Control
5740714,1,Unknown
5740867,3,Test
5740925,0,Control
5740966,5,Unknown
5740977,5,Control
5741008,4,Unknown
5741146,3,Test
5741247,5,Test
5741302,0,Unknown
5741323,5,Unknown
5741359,6,Unknown
5741629,3,Test
5741844,3,Test
5741878,5,Unknown
5742087,3,Unknown
5742315,5,Unknown
5742352,3,Control
5742361,3,Unknown
5742450,0,Control
5742479,5,Unknown
5742550,3,Unknown
5742686,0,Control
5742749,1,Test
5742800,3,Control
5742901,3,Unknown
5742928,3,Unknown
5742957,4,Test
5743242,3,Test
5743376,3,Control
5743599,9,Unknown
5743811,3,Unknown
5743854,3,Unknown
5743859,8,Unknown
5743924,5,Unknown
5744010,3,Unknown
5744125,6,Unknown
5744154,1,Test
5744199,3,Test
5744207,3,Control
5744235,3,Unknown
5744347,3,Unknown
5744358,2,Unknown
5744457,3,Unknown
5744522,3,Unknown
5744539,0,Unknown
5744614,8,Unknown
5744626,5,Unknown
5744659,3,Unknown
5744660,4,Unknown
5744690,3,Control
5744745,3,Control
5744778,2,Unknown
5744792,3,Unknown
5744822,3,Unknown
5744917,1,Unknown
5744987,5,Test
5745108,4,Test
5745157,3,Test
5745269,3,Unknown
5745321,5,Test
5745380,3,Unknown
5745486,3,Unknown
5745572,4,Unknown
5745754,3,Unknown
5745785,3,Test
5746150,4,Unknown
5746204,7,Unknown
5746278,3,Control
5746343,3,Unknown
5746367,0,Unknown
5746657,3,Control
5746717,4,Unknown
5746760,1,Unknown
5746872,3,Unknown
5746937,3,Unknown
5747131,3,Unknown
5747246,4,Test
5747294,4,Unknown
5747508,3,Test
5747614,0,Test
5747816,5,Unknown
5747846,6,Unknown
5747976,3,Unknown
5748035,3,Unknown
5748049,2,Unknown
5748055,3,Unknown
5748089,2,Unknown
5748130,1,Unknown
5748168,0,Unknown
5748319,3,Unknown
5748337,0,Unknown
5748369,6,Control
5748398,11,Unknown
5748622,5,Unknown
5748636,4,Control
5748638,3,Test
5748795,8,Unknown
5748928,3,Test
5749296,2,Unknown
5749316,3,Control
5749332,7,Test
5749370,7,Control
5749503,3,Unknown
5749580,0,Unknown
5749703,3,Control
5749725,2,Unknown
5749778,8,Control
5749834,8,Control
5749929,0,Control
5750043,4,Unknown
5750223,3,Unknown
5750263,6,Test
5750336,4,Unknown
5750349,0,Control
5750368,5,Test
5750791,6,Unknown
5750821,3,Control
5751088,3,Control
5751163,3,Unknown
5751386,11,Unknown
5751427,3,Control
5751464,5,Unknown
5751565,3,Test
5751579,3,Test
5751599,6,Unknown
5751638,1,Test
5751652,5,Control
5751740,1,Unknown
5751889,3,Unknown
5752092,5,Unknown
5752180,3,Unknown
5752256,6,Control
5752287,3,Unknown
5752561,3,Unknown
5752908,3,Control
5753081,3,Unknown
5753300,3,Unknown
5753435,3,Unknown
5753530,3,Unknown
5753581,3,Control
5753642,3,Unknown
5753660,3,Test
5753914,0,Unknown
5753951,3,Control
5753974,3,Control
5754081,3,Unknown
5754354,3,Test
5754423,0,Unknown
5754455,3,Test
5754482,3,Test
5754514,3,Unknown
5754569,3,Unknown
5754579,0,Test
5754741,4,Test
5754834,4,Unknown
5754907,0,Control
5754955,3,Unknown
5754972,0,Unknown
5754995,3,Test
5755063,3,Test
5755120,5,Test
5755171,3,Test
5755199,0,Unknown
5755255,3,Unknown
5755351,4,Test
5755373,4,Unknown
5755427,3,Control
5755447,8,Control
5755500,3,Unknown
5755593,6,Unknown
5755603,3,Unknown
5755684,3,Unknown
5755687,3,Test
5755725,7,Test
5755741,0,Unknown
5755785,3,Unknown
5755786,6,Unknown
5755875,3,Control
5755966,5,Unknown
5755990,4,Unknown
5756002,3,Unknown
5756246,3,Test
5756272,3,Test
5756352,4,Test
5756487,2,Unknown
5756509,3,Control
5756542,6,Test
5756553,3,Unknown
5756574,1,Unknown
5756742,0,Unknown
5756750,2,Unknown
5756798,3,Test
5756885,6,Test
5756895,3,Test
5756901,3,Test
5757011,10,Unknown
5757026,3,Unknown
5757216,0,Unknown
5757328,3,Unknown
5757378,0,Control
5757524,3,Test
5757545,6,Unknown
5757698,3,Unknown
5757723,0,Control
5757840,3,Unknown
5757842,6,Unknown
5757843,5,Control
5757957,9,Unknown
5757979,4,Test
5758110,3,Unknown
5758180,3,Unknown
5758320,4,Unknown
5758339,5,Unknown
5758630,3,Control
5758715,3,Test
5758755,3,Control
5758766,0,Test
5758824,3,Unknown
5758897,2,Unknown
5758921,3,Unknown
5759055,0,Test
5759321,3,Unknown
5759494,3,Unknown
5759626,0,Test
5759660,1,Unknown
5759725,3,Unknown
5759789,3,Unknown
5759809,3,Test
5759821,3,Unknown
5759946,4,Control
5759958,4,Control
5759982,4,Test
5759997,6,Control
5760138,3,Control
5760147,2,Unknown
5760156,3,Test
5760256,3,Unknown
5760303,3,Test
5760465,0,Test
5760526,3,Unknown
5760632,3,Unknown
5760762,3,Unknown
5760819,3,Test
5760890,7,Unknown
5760898,0,Unknown
5760926,6,Unknown
5760953,3,Unknown
5761042,3,Unknown
5761061,3,Unknown
5761113,3,Test
5761217,3,Control
5761292,6,Test
5761354,5,Unknown
5761410,7,Unknown
5761509,3,Unknown
5761611,3,Unknown
5761692,3,Unknown
5761795,3,Unknown
5761946,5,Unknown
5761960,3,Unknown
5762066,0,Test
5762277,4,Unknown
5762401,1,Test
5762513,3,Unknown
5762524,3,Control
5762741,3,Control
5762796,4,Test
5762935,4,Unknown
5762999,7,Test
5763294,3,Test
5763299,0,Control
5763332,1,Unknown
5763507,0,Control
5763525,1,Unknown
5763560,3,Control
5763612,3,Unknown
5763613,3,Unknown
5763636,3,Test
5763840,3,Control
5763881,3,Control
5764039,0,Unknown
5764071,3,Unknown
5764139,3,Unknown
5764154,2,Test
5764171,3,Unknown
5764319,3,Unknown
5764328,7,Unknown
5764392,15,Unknown
5764424,0,Unknown
5764476,3,Control
5764510,3,Control
5764536,3,Test
5764579,3,Control
5764613,4,Control
5764847,0,Unknown
5764934,4,Unknown
5764967,4,Unknown
5765028,9,Test
5765093,3,Test
5765111,6,Unknown
5765120,5,Unknown
5765309,0,Control
5765540,3,Control
5765542,3,Test
5765562,0,Test
5765602,3,Control
5765734,3,Unknown
5765794,0,Unknown
5765798,3,Control
5765923,3,Unknown
5766096,0,Control
5766288,3,Unknown
5766460,3,Test
5766476,3,Unknown
5766782,3,Test
5766870,8,Control
5766925,0,Unknown
5766968,3,Test
5766971,2,Control
5767154,3,Unknown
5767192,1,Unknown
5767387,3,Unknown
5767413,3,Unknown
5767567,3,Unknown
5767765,3,Control
5767805,3,Unknown
5767891,3,Unknown
5767944,4,Control
5768011,3,Unknown
5768111,5,Test
5768114,3,Test
5768197,4,Unknown
5768199,3,Unknown
5768223,3,Unknown
5768287,1,Test
5768345,3,Unknown
5768394,0,Test
5768398,0,Unknown
5768467,0,Unknown
5768566,3,Test
5768721,3,Control
5768750,0,Unknown
5768879,3,Test
5768898,3,Unknown
5768962,7,Test
5768968,7,Unknown
5768975,3,Unknown
5769050,3,Unknown
5769060,3,Unknown
5769140,1,Test
5769238,0,Control
5769263,3,Unknown
5769416,4,Unknown
5769449,7,Unknown
5769451,4,Unknown
5769605,9,Unknown
5769671,1,Unknown
5769715,0,Control
5769716,1,Control
5769768,3,Unknown
5769820,3,Unknown
5769833,5,Unknown
5770038,0,Control
5770160,0,Unknown
5770244,3,Test
5770257,0,Unknown
5770409,2,Unknown
5770418,3,Control
5770428,7,Unknown
5770458,4,Control
5770623,3,Test
5770692,5,Control
5770718,0,Unknown
5770823,0,Unknown
5770986,3,Test
5771032,1,Control
5771042,3,Unknown
5771250,4,Unknown
5771257,3,Unknown
5771284,4,Test
5771347,3,Unknown
5771351,3,Unknown
5771393,4,Unknown
5771473,3,Unknown
5771521,0,Control
5771527,3,Unknown
5771534,0,Unknown
5771623,7,Unknown
5771709,3,Unknown
5771710,4,Test
5771794,3,Unknown
5771832,3,Control
5772119,0,Unknown
5772186,3,Unknown
5772520,3,Unknown
5772665,3,Control
5772698,0,Unknown
5772762,4,Unknown
5772868,5,Unknown
5772912,0,Test
5773000,3,Test
5773024,4,Unknown
5773060,1,Unknown
5773136,1,Unknown
5773239,1,Unknown
5773250,3,Unknown
5773296,1,Unknown
5773337,3,Unknown
5773350,4,Unknown
5773597,3,Test
5773698,4,Unknown
5773712,0,Unknown
5773795,3,Control
5773870,4,Unknown
5773882,3,Test
5773904,0,Test
5773922,3,Control
5773935,9,Control
5774096,1,Unknown
5774132,3,Unknown
5774133,3,Control
5774195,1,Unknown
5774198,3,Unknown
5774249,4,Unknown
5774267,3,Test
5774314,3,Control
5774346,3,Unknown
5774699,3,Test
5774963,5,Unknown
5775030,3,Unknown
5775091,3,Unknown
5775110,2,Unknown
5775201,3,Unknown
5775236,3,Test
5775362,3,Test
5775443,3,Unknown
5775521,4,Unknown
5775585,1,Control
5775595,4,Unknown
5775695,3,Unknown
5775773,0,Test
5775881,21,Test
5775895,3,Unknown
5775960,3,Unknown
5775986,1,Control
5776157,5,Unknown
5776273,7,Control
5776430,6,Test
5776463,3,Unknown
5776509,3,Test
5776512,3,Unknown
5776552,6,Unknown
5776570,3,Unknown
5776589,3,Unknown
5776631,2,Unknown
5776661,2,Control
5776681,4,Test
5776700,3,Unknown
5776844,3,Unknown
5777036,0,Control
5777052,7,Unknown
5777055,3,Test
5777101,1,Control
5777276,0,Test
5777311,6,Control
5777346,3,Control
5777440,0,Unknown
5777462,3,Test
5777505,3,Unknown
5777590,4,Unknown
5777598,6,Unknown
5777680,5,Unknown
5777713,6,Unknown
5777764,3,Control
5777985,0,Test
5778070,6,Unknown
5778222,3,Unknown
5778241,3,Test
5778341,3,Unknown
5778416,7,Unknown
5778476,3,Unknown
5778616,3,Unknown
5778652,3,Unknown
5778828,5,Unknown
5778962,3,Test
5778964,3,Control
5778980,0,Unknown
5779069,3,Unknown
5779555,4,Unknown
5779610,3,Control
5779623,3,Unknown
5779665,3,Test
5779757,3,Unknown
5779761,3,Unknown
5779947,6,Unknown
5780229,0,Control
5780421,0,Unknown
5780442,4,Test
5780451,3,Unknown
5780472,3,Control
5780636,3,Unknown
5780655,3,Test
5780957,4,Unknown
5781035,3,Unknown
5781060,5,Unknown
5781080,3,Unknown
5781223,0,Test
5781412,3,Unknown
5781524,5,Control
5781704,3,Control
5781709,3,Control
5781729,1,Unknown
5781777,3,Unknown
5781850,3,Unknown
5781860,5,Unknown
5781864,3,Test
5781885,3,Unknown
5781897,3,Unknown
5781988,3,Unknown
5782085,3,Test
5782095,7,Unknown
5782165,3,Unknown
5782167,3,Unknown
5782187,3,Unknown
5782259,6,Unknown
5782293,2,Test
5782398,3,Test
5782466,13,Unknown
5782590,4,Unknown
5782592,3,Test
5782606,0,Unknown
5782624,3,Unknown
5782642,0,Control
5782673,7,Unknown
5782693,0,Unknown
5782698,4,Unknown
5782820,3,Unknown
5782952,0,Unknown
5782971,3,Control
5782980,6,Test
5782987,1,Control
5783103,1,Unknown
5783106,3,Unknown
5783222,3,Control
5783227,4,Test
5783240,3,Unknown
5783246,5,Unknown
5783371,4,Test
5783511,3,Unknown
5783708,5,Control
5783841,0,Unknown
5783904,0,Unknown
5783942,4,Unknown
5783978,5,Control
5784042,3,Control
5784213,5,Test
5784236,0,Test
5784242,0,Control
5784278,5,Unknown
5784423,4,Unknown
5784507,3,Unknown
5784824,3,Test
5784918,2,Unknown
5785016,0,Unknown
5785039,0,Test
5785043,3,Unknown
5785124,3,Control
5785137,9,Unknown
5785175,16,Unknown
5785189,3,Control
5785212,3,Unknown
5785265,0,Unknown
5785339,3,Test
5785450,3,Unknown
5785492,8,Unknown
5785769,3,Unknown
5785997,4,Unknown
5786228,0,Unknown
5786239,0,Unknown
5786281,3,Unknown
5786310,3,Unknown
5786372,0,Unknown
5786407,3,Unknown
5786439,3,Unknown
5786602,0,Unknown
5786643,3,Unknown
5786791,3,Control
5786829,3,Control
5786932,0,Unknown
5786954,3,Test
5786977,0,Unknown
5787126,0,Unknown
5787139,3,Unknown
5787141,3,Unknown
5787197,3,Test
5787222,7,Test
5787279,3,Test
5787283,3,Test
5787300,3,Control
5787320,1,Unknown
5787416,6,Unknown
5787421,0,Unknown
5787676,6,Unknown
5787704,6,Unknown
5787769,3,Test
5787811,4,Unknown
5788107,0,Unknown
5788304,3,Unknown
5788539,3,Control
5788577,3,Unknown
5788754,3,Test
5788838,8,Unknown
5788896,6,Unknown
5789056,3,Unknown
5789058,3,Control
5789085,0,Control
5789203,5,Unknown
5789227,5,Test
5789300,7,Unknown
5789326,3,Unknown
5789366,4,Unknown
5789556,0,Test
5789598,0,Control
5789634,0,Control
5789829,0,Unknown
5790069,4,Test
5790126,3,Control
5790181,3,Unknown
5790286,6,Control
5790296,1,Test
5790417,5,Control
5790563,6,Unknown
5790654,3,Control
5790698,0,Unknown
5790779,3,Unknown
5790825,5,Unknown
5790900,11,Test
5790947,3,Unknown
5791057,0,Test
5791120,0,Test
5791149,3,Test
5791290,3,Control
5791345,1,Unknown
5791475,3,Unknown
5791498,1,Control
5791549,3,Unknown
5791603,3,Control
5791660,4,Unknown
5791715,0,Control
5791732,0,Control
5791759,6,Unknown
5791777,3,Test
5791804,3,Test
5791955,3,Unknown
5792007,3,Unknown
5792033,0,Unknown
5792052,3,Unknown
5792140,5,Unknown
5792423,2,Control
5792564,3,Unknown
5792575,3,Unknown
5792648,4,Test
5792734,4,Test
5792749,0,Test
5792775,3,Unknown
5792856,3,Unknown
5792887,3,Control
5792905,2,Control
5792925,3,Unknown
5793246,5,Unknown
5793413,4,Test
5793771,3,Unknown
5793876,3,Test
5794010,3,Control
5794070,3,Unknown
5794080,7,Test
5794104,3,Control
5794145,3,Control
5794383,0,Unknown
5794476,3,Test
5794515,3,Control
5794543,3,Test
5794562,3,Control
5794796,5,Test
5794832,0,Control
5794859,8,Unknown
5794865,4,Control
5794880,3,Unknown
5794987,4,Control
5795046,3,Control
5795234,6,Test
5795422,3,Unknown
5795460,8,Test
5795485,3,Control
5795522,0,Unknown
5795574,3,Unknown
5795619,7,Unknown
5795666,3,Unknown
5795674,3,Unknown
5795728,0,Unknown
5795761,3,Control
5795976,3,Test
5796007,10,Test
5796110,3,Control
5796197,5,Test
5796283,3,Unknown
5796398,3,Control
5796498,3,Unknown
5796587,3,Unknown
5796790,3,Test
5796921,4,Unknown
5796961,3,Unknown
5797088,4,Control
5797166,0,Unknown
5797199,3,Test
5797212,3,Control
5797230,3,Unknown
5797264,3,Unknown
5797412,3,Unknown
5797460,13,Unknown
5797476,0,Unknown
5797619,3,Unknown
5797717,2,Unknown
5797801,1,Test
5798441,3,Unknown
5798479,4,Control
5798487,2,Unknown
5798503,0,Unknown
5798572,1,Test
5798633,3,Control
5798653,1,Unknown
5798657,3,Unknown
5798674,3,Unknown
5798723,3,Test
5798794,3,Unknown
5798848,3,Test
5798886,3,Test
5798938,3,Unknown
5798993,0,Unknown
5799092,3,Unknown
5799151,2,Control
5799168,3,Unknown
5799299,3,Unknown
5799426,3,Unknown
5799471,5,Unknown
5799549,3,Unknown
5799655,7,Unknown
5799749,3,Unknown
5799783,3,Unknown
5799822,5,Unknown
5799856,6,Unknown
5800090,5,Control
5800167,3,Control
5800365,3,Unknown
5800414,4,Test
5800582,3,Unknown
5800616,4,Unknown
5800732,2,Unknown
5800745,3,Control
5800774,1,Control
5800993,3,Unknown
5801004,3,Unknown
5801041,3,Unknown
5801058,5,Control
5801163,3,Control
5801222,3,Unknown
5801418,3,Unknown
5801507,3,Test
5801597,5,Unknown
5801673,3,Test
5801776,2,Control
5801928,1,Unknown
5802123,2,Unknown
5802200,4,Test
5802278,3,Unknown
5802342,8,Test
5802366,3,Unknown
5802482,0,Unknown
5802509,4,Test
5802687,5,Unknown
5802843,10,Test
5802950,3,Test
5802987,5,Unknown
5803124,3,Test
5803184,8,Control
5803201,5,Unknown
5803418,5,Unknown
5803472,0,Unknown
5803498,9,Unknown
5803535,6,Test
5803727,0,Control
5803803,3,Unknown
5803942,1,Unknown
5803947,8,Test
5803959,3,Unknown
5804091,3,Test
5804408,0,Control
5804422,6,Unknown
5804424,3,Control
5804475,0,Unknown
5804511,3,Unknown
5804539,4,Test
5804553,3,Control
5804561,3,Unknown
5804569,3,Test
5804606,6,Test
5804657,4,Unknown
5804913,7,Test
5804951,0,Control
5805177,2,Unknown
5805302,0,Test
5805335,3,Test
5805340,3,Unknown
5805358,7,Test
5805517,0,Unknown
5805534,2,Control
5805582,4,Test
5805828,3,Test
5805841,3,Unknown
5805916,9,Unknown
5806038,8,Unknown
5806089,3,Unknown
5806334,0,Unknown
5806372,3,Control
5806385,3,Test
5806600,3,Unknown
5806682,3,Test
5806758,3,Test
5806786,3,Test
5806850,5,Unknown
5806855,0,Test
5806944,3,Control
5807085,4,Test
5807185,3,Unknown
5807230,3,Control
5807262,3,Unknown
5807277,3,Unknown
5807306,5,Unknown
5807310,3,Unknown
5807332,11,Control
5807372,0,Unknown
5807453,5,Unknown
5807457,0,Unknown
5807523,0,Unknown
5807540,3,Unknown
5807676,1,Unknown
5807678,0,Unknown
5807713,3,Control
5808069,6,Unknown
5808100,4,Test
5808177,3,Unknown
5808252,4,Unknown
5808268,0,Unknown
5808297,2,Unknown
5808332,3,Unknown
5808342,3,Unknown
5808382,0,Unknown
5808567,3,Test
5808689,0,Test
5808972,1,Control
5809074,3,Unknown
5809163,3,Control
5809166,3,Unknown
5809205,3,Control
5809444,0,Unknown
5809446,3,Unknown
5809746,2,Test
5809808,3,Test
5809886,3,Unknown
5809893,3,Control
5809916,14,Test
5809922,3,Unknown
5809988,3,Unknown
5810071,4,Test
5810078,2,Unknown
5810100,3,Unknown
5810286,3,Unknown
5810327,3,Test
5810345,5,Control
5810358,3,Control
5810383,5,Unknown
5810433,3,Unknown
5810459,3,Unknown
5810660,1,Control
5810662,5,Control
5810734,3,Test
5811120,3,Test
5811256,4,Unknown
5811393,3,Unknown
5811410,0,Unknown
5811616,3,Control
5811879,3,Test
5811895,9,Control
5811932,3,Test
5811934,4,Unknown
5811937,3,Test
5811961,3,Control
5812074,4,Test
5812215,3,Test
5812236,3,Test
5812262,6,Test
5812319,10,Unknown
5812724,3,Control
5812778,3,Test
5812889,1,Unknown
5812894,3,Unknown
5812919,8,Unknown
5812986,3,Unknown
5813006,3,Test
5813180,3,Unknown
5813244,1,Unknown
5813251,12,Control
5813289,3,Test
5813455,3,Unknown
5813552,3,Test
5813586,5,Unknown
5813729,1,Unknown
5813788,3,Test
5813920,3,Unknown
5813941,3,Unknown
5813942,0,Test
5813955,3,Unknown
5814006,4,Unknown
5814011,3,Unknown
